기준_년분기_코드,상권_코드_명,임대료,임대료_전년동분기_상승률(%),일반_점포_수,총_점포_수(유사업종),개업_점포_수,폐업_점포_수,프랜차이즈_점포_수,개업률_재계산(%),폐업률_재계산(%),점포교체율(%),프랜차이즈비율(%),폐업률_전년동분기_변화(%p),점포교체율_전년동분기_변화(%p),프랜차이즈비율_전년동분기_변화(%p),예상_원본상권_수,관측된_원본상권_수,매칭_원본상권명,매칭_주의
기준_년분기_코드	상권_코드_명	임대료	임대료_전년동분기_상승률(%)	일반_점포_수	총_점포_수(유사업종)	개업_점포_수	폐업_점포_수	프랜차이즈_점포_수	개업률_재계산(%)	폐업률_재계산(%)	점포교체율(%)	프랜차이즈비율(%)	폐업률_전년동분기_변화(%p)	점포교체율_전년동분기_변화(%p)	프랜차이즈비율_전년동분기_변화(%p)	예상_원본상권_수	관측된_원본상권_수	매칭_원본상권명	매칭_주의
20253	노량진	30.2	-1.6287	1892	2055	25	39	163	1.2165	1.8978	3.1144	7.9319	-3.2019	-5.4624	0.3751	2	2	노량진역(노량진)[발달상권] | 노량진역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	노량진	30.3	-0.9804	1867	2024	33	64	157	1.6304	3.1621	4.7925	7.7569	0.2621	-0.1186	0.0394	2	2	노량진역(노량진)[발달상권] | 노량진역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	노량진	30.3	-0.3289													2	0	노량진역(노량진)[발달상권] | 노량진역 6번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	독산/시흥			1542	1768	48	42	226	2.7149	2.3756	5.0905	12.7828				4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	독산/시흥			1540	1769	56	55	229	3.1656	3.1091	6.2747	12.9452				4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	독산/시흥			1551	1785	52	36	234	2.9132	2.0168	4.9300	13.1092				4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	독산/시흥			1547	1791	57	51	244	3.1826	2.8476	6.0302	13.6237				4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	독산/시흥			1560	1802	45	34	242	2.4972	1.8868	4.3840	13.4295	-0.4888	-0.7065	0.6467	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	독산/시흥			1563	1803	39	38	240	2.1631	2.1076	4.2707	13.3111	-1.0015	-2.0041	0.3660	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	독산/시흥			1568	1810	54	47	242	2.9834	2.5967	5.5801	13.3702	0.5799	0.6501	0.2609	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	독산/시흥			1588	1827	79	62	239	4.3240	3.3935	7.7176	13.0816	0.5460	1.6874	-0.5421	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	독산/시흥			1589	1830	62	59	241	3.3880	3.2240	6.6120	13.1694	1.3373	2.2280	-0.2601	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	독산/시흥			1591	1833	50	47	242	2.7278	2.5641	5.2919	13.2024	0.4565	1.0212	-0.1087	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	독산/시흥			1589	1829	47	51	240	2.5697	2.7884	5.3581	13.1219	0.1917	-0.2220	-0.2482	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	독산/시흥			1588	1832	43	40	244	2.3472	2.1834	4.5306	13.3188	-1.2101	-3.1870	0.2372	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	독산/시흥			1578	1820	42	54	242	2.3077	2.9670	5.2747	13.2967	-0.2570	-1.3373	0.1273	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	독산/시흥			1577	1813	45	52	236	2.4821	2.8682	5.3502	13.0171	0.3041	0.0584	-0.1853	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	독산/시흥	31.3		1556	1785	30	58	229	1.6807	3.2493	4.9300	12.8291	0.4609	-0.4281	-0.2928	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	독산/시흥	31.3		1539	1770	29	43	231	1.6384	2.4294	4.0678	13.0508	0.2460	-0.4628	-0.2679	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	독산/시흥	31.2		1527	1754	29	43	227	1.6534	2.4515	4.1049	12.9418	-0.5155	-1.1698	-0.3549	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	독산/시흥	31.2		1525	1754	34	34	229	1.9384	1.9384	3.8769	13.0559	-0.9297	-1.4734	0.0388	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	독산/시흥	31.3	0.0000	1515	1743	37	47	228	2.1228	2.6965	4.8193	13.0809	-0.5528	-0.1107	0.2518	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	독산/시흥	31.4	0.3195	1520	1741	42	41	221	2.4124	2.3550	4.7674	12.6939	-0.0744	0.6996	-0.3570	4	4	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	독산/시흥	31.4	0.6410													4	0	독산역 1번 출입구[골목상권] | 독산동[발달상권] | 시흥동 은행나무사거리[골목상권] | 서울시흥동우체국(홈플러스시흥점)[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	뚝섬			860	937	35	26	77	3.7353	2.7748	6.5101	8.2177				2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	뚝섬			875	955	38	20	80	3.9791	2.0942	6.0733	8.3770				2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	뚝섬			892	973	40	22	81	4.1110	2.2610	6.3720	8.3248				2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	뚝섬			918	998	42	17	80	4.2084	1.7034	5.9118	8.0160				2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	뚝섬			927	1006	30	22	79	2.9821	2.1869	5.1690	7.8529	-0.5879	-1.3412	-0.3648	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	뚝섬			943	1023	34	17	80	3.3236	1.6618	4.9853	7.8201	-0.4325	-1.0880	-0.5568	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	뚝섬			950	1030	34	27	80	3.3010	2.6214	5.9223	7.7670	0.3603	-0.4497	-0.5578	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	뚝섬			976	1055	48	23	79	4.5498	2.1801	6.7299	7.4882	0.4767	0.8180	-0.5279	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	뚝섬			983	1065	41	31	82	3.8498	2.9108	6.7606	7.6995	0.7239	1.5916	-0.1534	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	뚝섬			996	1079	38	24	83	3.5218	2.2243	5.7461	7.6923	0.5625	0.7607	-0.1278	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	뚝섬			1001	1081	39	37	80	3.6078	3.4228	7.0305	7.4006	0.8014	1.1082	-0.3664	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	뚝섬			1007	1091	38	28	84	3.4830	2.5665	6.0495	7.6994	0.3864	-0.6804	0.2112	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	뚝섬			1020	1105	50	36	85	4.5249	3.2579	7.7828	7.6923	0.3471	1.0222	-0.0072	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	뚝섬			1037	1126	52	31	89	4.6181	2.7531	7.3712	7.9041	0.5288	1.6252	0.2118	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	뚝섬	56.8		1045	1133	32	25	88	2.8244	2.2065	5.0309	7.7670	-1.2162	-1.9996	0.3664	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	뚝섬	58.1		1063	1151	50	34	88	4.3440	2.9540	7.2980	7.6455	0.3875	1.2485	-0.0538	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	뚝섬	59.1		1051	1141	25	35	90	2.1911	3.0675	5.2585	7.8878	-0.1904	-2.5243	0.1955	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	뚝섬	59.5		1052	1139	38	38	87	3.3363	3.3363	6.6725	7.6383	0.5832	-0.6987	-0.2658	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	뚝섬	60.5	6.5141	1057	1145	31	25	88	2.7074	2.1834	4.8908	7.6856	-0.0231	-0.1401	-0.0814	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	뚝섬	62.0	6.7126	1067	1152	31	23	85	2.6910	1.9965	4.6875	7.3785	-0.9574	-2.6105	-0.2671	2	2	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	뚝섬	63.8	7.9526													2	0	뚝섬역[발달상권] | 뚝섬역교차로[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	목동			3379	3806	129	100	427	3.3894	2.6274	6.0168	11.2191				5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	목동			3405	3831	122	97	426	3.1845	2.5320	5.7165	11.1198				5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	목동			3417	3845	102	88	428	2.6528	2.2887	4.9415	11.1313				5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	목동			3509	3944	182	83	435	4.6146	2.1045	6.7191	11.0294				5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	목동			3527	3966	112	90	439	2.8240	2.2693	5.0933	11.0691	-0.3581	-0.9235	-0.1500	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	목동			3556	3984	96	78	428	2.4096	1.9578	4.3675	10.7430	-0.5741	-1.3491	-0.3768	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	목동			3561	3994	130	120	433	3.2549	3.0045	6.2594	10.8413	0.7158	1.3179	-0.2901	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	목동			3654	4100	213	107	446	5.1951	2.6098	7.8049	10.8780	0.5053	1.0858	-0.1514	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	목동			3676	4121	150	129	445	3.6399	3.1303	6.7702	10.7983	0.8610	1.6769	-0.2707	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	목동			3669	4108	102	115	439	2.4830	2.7994	5.2824	10.6865	0.8416	0.9149	-0.0565	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	목동			3688	4131	151	128	443	3.6553	3.0985	6.7538	10.7238	0.0940	0.4944	-0.1175	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	목동			3679	4119	116	128	440	2.8162	3.1076	5.9238	10.6822	0.4978	-1.8811	-0.1958	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	목동			3688	4120	121	120	432	2.9369	2.9126	5.8495	10.4854	-0.2177	-0.9207	-0.3129	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	목동			3639	4067	57	110	428	1.4015	2.7047	4.1062	10.5237	-0.0947	-1.1762	-0.1627	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	목동	40.3		3604	4019	74	122	415	1.8413	3.0356	4.8768	10.3260	-0.0629	-1.8770	-0.3978	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	목동	40.3		3567	3979	63	104	412	1.5833	2.6137	4.1970	10.3544	-0.4938	-1.7267	-0.3278	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	목동	40.4		3504	3913	63	131	409	1.6100	3.3478	4.9578	10.4523	0.4352	-0.8917	-0.0331	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	목동	40.4		3493	3902	87	94	409	2.2296	2.4090	4.6386	10.4818	-0.2957	0.5324	-0.0419	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20253	목동	40.4	0.2481	3488	3891	78	88	403	2.0046	2.2616	4.2663	10.3572	-0.7740	-0.6106	0.0313	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20254	목동	40.4	0.2481	3473	3869	58	79	396	1.4991	2.0419	3.5410	10.2352	-0.5719	-0.6561	-0.1192	5	5	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20261	목동	40.4	0.0000													5	0	목동로데오거리[골목상권] | 목동사거리[발달상권] | 목동신시가지[발달상권] | 목동역 5번[골목상권] | 목동역 8번출구[발달상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20211	미아사거리			1164	1310	58	28	146	4.4275	2.1374	6.5649	11.1450				3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20212	미아사거리			1163	1309	49	50	146	3.7433	3.8197	7.5630	11.1536				3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20213	미아사거리			1168	1315	44	38	147	3.3460	2.8897	6.2357	11.1787				3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20214	미아사거리			1189	1336	62	41	147	4.6407	3.0689	7.7096	11.0030				3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20221	미아사거리			1214	1359	61	38	145	4.4886	2.7962	7.2848	10.6696	0.6588	0.7199	-0.4754	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20222	미아사거리			1215	1363	39	35	148	2.8613	2.5679	5.4292	10.8584	-1.2518	-2.1338	-0.2952	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20223	미아사거리			1211	1356	55	62	145	4.0560	4.5723	8.6283	10.6932	1.6825	2.3926	-0.4855	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20224	미아사거리			1216	1366	47	37	150	3.4407	2.7086	6.1493	10.9810	-0.3602	-1.5602	-0.0220	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20231	미아사거리			1230	1376	48	38	146	3.4884	2.7616	6.2500	10.6105	-0.0345	-1.0348	-0.0591	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20232	미아사거리			1227	1375	39	40	148	2.8364	2.9091	5.7455	10.7636	0.3412	0.3163	-0.0948	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20233	미아사거리			1238	1384	61	52	146	4.4075	3.7572	8.1647	10.5491	-0.8150	-0.4636	-0.1441	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20234	미아사거리			1226	1364	36	56	138	2.6393	4.1056	6.7449	10.1173	1.3969	0.5955	-0.8637	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20241	미아사거리			1214	1354	31	41	140	2.2895	3.0281	5.3176	10.3397	0.2664	-0.9324	-0.2707	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20242	미아사거리			1179	1314	19	59	135	1.4460	4.4901	5.9361	10.2740	1.5810	0.1906	-0.4897	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20243	미아사거리	40.2		1150	1282	6	38	132	0.4680	2.9641	3.4321	10.2964	-0.7931	-4.7326	-0.2527	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20244	미아사거리	40.1		1141	1274	20	28	133	1.5699	2.1978	3.7677	10.4396	-1.9078	-2.9772	0.3223	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20251	미아사거리	40.0		1114	1247	14	35	133	1.1227	2.8067	3.9294	10.6656	-0.2213	-1.3881	0.3259	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
20252	미아사거리	39.8		1099	1235	25	36	136	2.0243	2.9150	4.9393	11.0121	-1.5751	-0.9968	0.7382	3	3	미아사거리[발달상권] | 미아사거리역[발달상권] | 미아사거리역 3번[골목상권]	명칭 기반 대표상권 매칭이며 임대료 통계의 공간 경계와 정확히 같지 않을 수 있음
